Month,ProductLine,ProductName,QuantitySold,InvoiceNo
2023-11,Frozen Foods,Ice Cream,169,INV12891
2024-03,Frozen Foods,Frozen Pizza,29,INV71251
2023-11,Dairy,Butter,50,INV66079
2023-06,Frozen Foods,Frozen Chicken,81,INV62974
2023-04,Produce,Spinach,27,INV53863
2023-07,Snacks,Granola Bar,118,INV35869
2023-09,Produce,Apples,164,INV46458
2024-02,Beverages,Green Tea,174,INV93298
2023-02,Bakery,Croissant,61,INV72549
2023-12,Household,Toilet Paper,183,INV30464
2023-12,Dairy,Yogurt,29,INV16756
2023-08,Produce,Apples,33,INV33570
2023-03,Snacks,Potato Chips,21,INV21538
2024-02,Household,Toilet Paper,154,INV81022
2024-06,Beverages,Green Tea,133,INV86840
2023-09,Bakery,Banana Bread,92,INV22643
2023-02,Personal Care,Body Lotion,50,INV59312
2023-11,Snacks,Trail Mix,58,INV17124
2023-08,Dairy,Cheddar Cheese,22,INV94287
2024-04,Household,Dish Soap,103,INV53064
2023-03,Frozen Foods,Ice Cream,64,INV83738
2023-12,Dairy,Yogurt,85,INV84747
2024-04,Produce,Spinach,53,INV29556
2023-07,Household,Trash Bags,79,INV54559
2024-01,Produce,Spinach,89,INV85803
2023-06,Produce,Bananas,60,INV21855
2024-06,Household,Trash Bags,140,INV14598
2023-02,Bakery,Bagel,62,INV94100
2024-06,Produce,Apples,73,INV11389
2023-10,Bakery,Croissant,163,INV25889
2024-02,Produce,Carrots,184,INV54298
2023-07,Dairy,Cheddar Cheese,73,INV39200
2023-02,Dairy,Yogurt,163,INV72980
2023-07,Household,Dish Soap,45,INV13582
2023-08,Bakery,Croissant,82,INV63975
2023-11,Produce,Bananas,101,INV45501
2023-12,Produce,Apples,50,INV16852
2023-07,Beverages,Orange Juice,17,INV84107
2023-08,Dairy,Butter,176,INV55303
2023-09,Snacks,Trail Mix,8,INV61923
2023-06,Bakery,Banana Bread,144,INV88974
2023-06,Produce,Carrots,18,INV35651
2023-10,Frozen Foods,Ice Cream,54,INV22682
2024-03,Produce,Carrots,97,INV40779
